City,Date,CO,NH3,NO2,AQI,AQI_Bucket
Thiruvananthapuram,2018-11-01,1.19,2.71,5.92,74.0,Satisfactory
Thiruvananthapuram,2018-11-02,1.44,3.48,11.63,99.0,Satisfactory
Thiruvananthapuram,2018-11-03,1.13,2.8,9.86,88.0,Satisfactory
Thiruvananthapuram,2018-11-04,1.34,2.73,6.96,76.0,Satisfactory
Thiruvananthapuram,2018-11-05,1.4,2.56,8.5,87.0,Satisfactory
Thiruvananthapuram,2018-11-06,1.22,2.48,6.02,123.0,Moderate
Thiruvananthapuram,2018-11-07,1.39,3.47,10.97,99.0,Satisfactory
Thiruvananthapuram,2018-11-08,1.72,4.52,13.16,95.0,Satisfactory
Thiruvananthapuram,2018-11-09,1.5,5.26,7.95,93.0,Satisfactory
Thiruvananthapuram,2018-11-10,1.41,5.76,6.01,93.0,Satisfactory
Thiruvananthapuram,2018-11-11,1.2,6.15,3.33,83.0,Satisfactory
Thiruvananthapuram,2018-11-12,1.19,5.62,5.14,84.0,Satisfactory
Thiruvananthapuram,2018-11-13,1.19,5.3,5.85,82.0,Satisfactory
Thiruvananthapuram,2018-11-14,1.28,5.33,5.51,94.0,Satisfactory
Thiruvananthapuram,2018-11-15,1.37,4.71,5.26,130.0,Moderate
Thiruvananthapuram,2018-11-16,1.12,3.92,5.39,103.0,Moderate
Thiruvananthapuram,2018-11-17,1.29,5.04,8.59,88.0,Satisfactory
Thiruvananthapuram,2018-11-18,1.24,3.58,3.31,93.0,Satisfactory
Thiruvananthapuram,2018-11-19,1.23,4.24,4.72,78.0,Satisfactory
Thiruvananthapuram,2018-11-20,1.24,3.88,7.13,74.0,Satisfactory
Thiruvananthapuram,2018-11-21,1.21,3.44,6.98,75.0,Satisfactory
Thiruvananthapuram,2018-11-22,1.3,3.3,4.82,84.0,Satisfactory
Thiruvananthapuram,2018-11-23,1.18,3.41,4.23,75.0,Satisfactory
Thiruvananthapuram,2018-11-24,1.25,3.43,5.88,73.0,Satisfactory
Thiruvananthapuram,2018-11-25,1.2,3.29,3.54,76.0,Satisfactory
Thiruvananthapuram,2018-11-26,1.5,3.67,8.74,82.0,Satisfactory
Thiruvananthapuram,2018-11-27,1.56,4.23,10.58,149.0,Moderate
Thiruvananthapuram,2018-11-28,1.74,5.34,10.82,177.0,Moderate
Thiruvananthapuram,2018-11-29,1.81,5.75,8.95,183.0,Moderate
Thiruvananthapuram,2018-11-30,1.8,5.48,8.63,106.0,Moderate
Thiruvananthapuram,2018-12-01,1.96,5.12,7.98,104.0,Moderate
Thiruvananthapuram,2018-12-02,1.65,4.71,7.27,95.0,Satisfactory
Thiruvananthapuram,2018-12-03,1.61,4.95,6.21,97.0,Satisfactory
Thiruvananthapuram,2018-12-04,2.03,5.79,7.21,105.0,Moderate
Thiruvananthapuram,2018-12-05,1.95,5.49,8.22,106.0,Moderate
Thiruvananthapuram,2018-12-06,1.76,4.2,6.63,103.0,Moderate
Thiruvananthapuram,2018-12-07,1.73,3.83,5.67,99.0,Satisfactory
Thiruvananthapuram,2018-12-08,1.79,3.75,6.54,100.0,Satisfactory
Thiruvananthapuram,2018-12-09,1.9,3.76,6.67,103.0,Moderate
Thiruvananthapuram,2018-12-10,2.07,3.87,8.33,128.0,Moderate
Thiruvananthapuram,2018-12-11,2.21,4.01,5.51,178.0,Moderate
Thiruvananthapuram,2018-12-12,2.11,3.66,5.58,220.0,Poor
Thiruvananthapuram,2018-12-13,2.11,3.6,4.51,121.0,Moderate
Thiruvananthapuram,2018-12-14,2.1,3.7,3.67,105.0,Moderate
Thiruvananthapuram,2018-12-15,2.39,3.88,6.35,108.0,Moderate
Thiruvananthapuram,2018-12-16,2.32,1.06,8.25,113.0,Moderate
Thiruvananthapuram,2018-12-17,2.06,2.0,14.95,106.0,Moderate
Thiruvananthapuram,2018-12-18,2.37,4.81,13.72,116.0,Moderate
Thiruvananthapuram,2018-12-19,2.94,6.47,7.98,181.0,Moderate
Thiruvananthapuram,2018-12-20,2.53,5.9,9.16,149.0,Moderate
Thiruvananthapuram,2018-12-21,2.77,5.41,8.28,134.0,Moderate
Thiruvananthapuram,2018-12-22,2.91,6.72,9.4,118.0,Moderate
Thiruvananthapuram,2018-12-23,2.49,5.51,5.38,142.0,Moderate
Thiruvananthapuram,2018-12-24,2.91,4.69,9.47,115.0,Moderate
Thiruvananthapuram,2018-12-25,2.55,4.63,5.04,114.0,Moderate
Thiruvananthapuram,2018-12-26,2.42,4.92,7.27,108.0,Moderate
Thiruvananthapuram,2018-12-27,2.85,4.98,6.9,117.0,Moderate
Thiruvananthapuram,2018-12-28,4.85,4.75,6.35,139.0,Moderate
Thiruvananthapuram,2018-12-29,5.59,5.14,7.55,156.0,Moderate
Thiruvananthapuram,2018-12-30,5.48,5.1,6.65,160.0,Moderate
Thiruvananthapuram,2018-12-31,4.56,5.5,11.29,146.0,Moderate
Thiruvananthapuram,2019-01-01,4.61,5.39,9.53,180.0,Moderate
Thiruvananthapuram,2019-01-02,0.08,5.75,9.89,124.0,Moderate
Thiruvananthapuram,2019-01-03,0.06,6.15,6.94,128.0,Moderate
Thiruvananthapuram,2019-01-04,0.05,5.63,11.76,124.0,Moderate
Thiruvananthapuram,2019-01-05,0.05,6.03,11.03,104.0,Moderate
Thiruvananthapuram,2019-01-06,0.0,7.57,7.67,109.0,Moderate
Thiruvananthapuram,2019-01-07,0.03,7.47,10.35,102.0,Moderate
Thiruvananthapuram,2019-01-08,0.07,7.48,6.73,108.0,Moderate
Thiruvananthapuram,2019-01-09,0.03,6.99,6.56,137.0,Moderate
Thiruvananthapuram,2019-01-10,0.0,6.58,9.73,141.0,Moderate
Thiruvananthapuram,2019-01-11,0.0,6.82,8.32,127.0,Moderate
Thiruvananthapuram,2019-01-12,0.0,7.21,8.46,126.0,Moderate
Thiruvananthapuram,2019-01-13,0.0,6.49,6.38,125.0,Moderate
Thiruvananthapuram,2019-01-14,0.0,6.5,10.3,131.0,Moderate
Thiruvananthapuram,2019-01-15,0.01,6.13,8.18,132.0,Moderate
Thiruvananthapuram,2019-01-16,0.0,6.01,10.76,160.0,Moderate
Thiruvananthapuram,2019-01-17,0.0,5.91,9.23,147.0,Moderate
Thiruvananthapuram,2019-01-18,0.06,6.54,13.28,126.0,Moderate
Thiruvananthapuram,2019-01-19,0.02,6.32,9.91,164.0,Moderate
Thiruvananthapuram,2019-01-20,0.36,6.77,10.97,159.0,Moderate
Thiruvananthapuram,2019-01-21,1.11,6.31,17.3,176.0,Moderate
Thiruvananthapuram,2019-01-22,0.93,6.86,14.36,132.0,Moderate
Thiruvananthapuram,2019-01-23,0.87,7.58,12.85,135.0,Moderate
Thiruvananthapuram,2019-01-24,0.95,7.53,11.71,164.0,Moderate
Thiruvananthapuram,2019-01-25,0.97,6.56,10.75,121.0,Moderate
Thiruvananthapuram,2019-01-26,0.81,5.76,8.6,95.0,Satisfactory
Thiruvananthapuram,2019-01-27,0.6,4.97,5.78,94.0,Satisfactory
Thiruvananthapuram,2019-01-28,0.71,4.61,7.31,94.0,Satisfactory
Thiruvananthapuram,2019-01-29,0.69,4.19,7.12,100.0,Satisfactory
Thiruvananthapuram,2019-01-30,0.76,4.53,8.55,90.0,Satisfactory
Thiruvananthapuram,2019-01-31,0.69,4.35,8.46,118.0,Moderate
Thiruvananthapuram,2019-02-01,0.68,4.72,8.31,119.0,Moderate
Thiruvananthapuram,2019-02-02,0.84,5.23,9.97,107.0,Moderate
Thiruvananthapuram,2019-02-03,0.67,5.43,6.61,92.0,Satisfactory
Thiruvananthapuram,2019-02-04,0.92,5.26,10.87,82.0,Satisfactory
Thiruvananthapuram,2019-02-05,0.93,4.72,10.77,81.0,Satisfactory
Thiruvananthapuram,2019-02-06,0.85,5.47,8.61,86.0,Satisfactory
Thiruvananthapuram,2019-02-07,0.75,5.5,8.5,88.0,Satisfactory
Thiruvananthapuram,2019-02-08,0.89,5.82,9.75,110.0,Moderate
Thiruvananthapuram,2019-02-09,0.81,5.5,7.65,104.0,Moderate
Thiruvananthapuram,2019-02-10,0.78,4.39,8.72,76.0,Satisfactory
Thiruvananthapuram,2019-02-11,0.85,4.81,9.33,71.0,Satisfactory
Thiruvananthapuram,2019-02-12,0.86,4.85,10.87,78.0,Satisfactory
Thiruvananthapuram,2019-02-13,0.86,5.02,11.0,96.0,Satisfactory
Thiruvananthapuram,2019-02-14,0.84,5.67,9.2,91.0,Satisfactory
Thiruvananthapuram,2019-02-15,0.84,5.2,8.54,98.0,Satisfactory
Thiruvananthapuram,2019-02-16,0.73,4.68,6.59,96.0,Satisfactory
Thiruvananthapuram,2019-02-17,0.67,4.33,5.37,78.0,Satisfactory
Thiruvananthapuram,2019-02-18,0.66,3.91,6.46,80.0,Satisfactory
Thiruvananthapuram,2019-02-19,0.67,4.3,5.33,65.0,Satisfactory
Thiruvananthapuram,2019-02-20,0.67,4.45,5.28,77.0,Satisfactory
Thiruvananthapuram,2019-02-21,0.59,4.44,6.19,79.0,Satisfactory
Thiruvananthapuram,2019-02-22,0.68,4.71,7.86,78.0,Satisfactory
Thiruvananthapuram,2019-02-23,0.55,4.82,6.58,90.0,Satisfactory
Thiruvananthapuram,2019-02-24,0.56,4.69,6.03,104.0,Moderate
Thiruvananthapuram,2019-02-25,0.69,4.76,7.22,95.0,Satisfactory
Thiruvananthapuram,2019-02-26,0.65,4.44,5.93,93.0,Satisfactory
Thiruvananthapuram,2019-02-27,0.63,3.95,5.64,78.0,Satisfactory
Thiruvananthapuram,2019-02-28,0.67,3.61,5.82,84.0,Satisfactory
Thiruvananthapuram,2019-03-01,0.58,3.45,5.44,88.0,Satisfactory
Thiruvananthapuram,2019-03-02,0.74,3.45,6.55,90.0,Satisfactory
Thiruvananthapuram,2019-03-03,0.64,3.32,4.7,85.0,Satisfactory
Thiruvananthapuram,2019-03-04,0.76,3.29,5.6,86.0,Satisfactory
Thiruvananthapuram,2019-03-05,0.62,3.1,4.75,80.0,Satisfactory
Thiruvananthapuram,2019-03-06,0.57,2.87,4.76,66.0,Satisfactory
Thiruvananthapuram,2019-03-07,0.65,2.87,5.66,116.0,Moderate
Thiruvananthapuram,2019-03-08,0.68,3.11,6.05,137.0,Moderate
Thiruvananthapuram,2019-03-09,0.65,3.58,4.32,106.0,Moderate
Thiruvananthapuram,2019-03-10,0.66,3.77,4.95,83.0,Satisfactory
Thiruvananthapuram,2019-03-11,0.75,3.76,5.95,77.0,Satisfactory
Thiruvananthapuram,2019-03-12,0.66,3.58,5.46,99.0,Satisfactory
Thiruvananthapuram,2019-03-13,0.83,4.01,8.47,74.0,Satisfactory
Thiruvananthapuram,2019-03-14,0.74,3.63,5.53,142.0,Moderate
Thiruvananthapuram,2019-03-15,0.86,4.57,8.76,88.0,Satisfactory
Thiruvananthapuram,2019-03-16,0.83,4.09,7.15,94.0,Satisfactory
Thiruvananthapuram,2019-03-17,0.81,3.79,5.94,101.0,Moderate
Thiruvananthapuram,2019-03-18,0.83,3.55,6.12,88.0,Satisfactory
Thiruvananthapuram,2019-03-19,0.89,3.32,7.64,80.0,Satisfactory
Thiruvananthapuram,2019-03-20,0.89,3.41,7.05,69.0,Satisfactory
Thiruvananthapuram,2019-03-21,0.85,3.62,6.56,79.0,Satisfactory
Thiruvananthapuram,2019-03-22,0.86,3.95,6.83,94.0,Satisfactory
Thiruvananthapuram,2019-03-23,0.8,4.26,5.21,81.0,Satisfactory
Thiruvananthapuram,2019-03-24,0.7,3.73,4.06,80.0,Satisfactory
Thiruvananthapuram,2019-03-25,0.86,3.39,6.34,79.0,Satisfactory
Thiruvananthapuram,2019-03-26,0.72,2.96,4.85,82.0,Satisfactory
Thiruvananthapuram,2019-03-27,0.57,3.12,5.81,89.0,Satisfactory
Thiruvananthapuram,2019-03-28,0.81,3.27,6.38,74.0,Satisfactory
Thiruvananthapuram,2019-03-29,0.72,2.95,5.16,79.0,Satisfactory
Thiruvananthapuram,2019-03-30,0.84,2.84,4.84,82.0,Satisfactory
Thiruvananthapuram,2019-03-31,0.75,2.52,3.35,86.0,Satisfactory
Thiruvananthapuram,2019-04-01,0.82,2.57,4.18,79.0,Satisfactory
Thiruvananthapuram,2019-04-02,0.77,2.59,4.98,80.0,Satisfactory
Thiruvananthapuram,2019-04-03,0.74,2.6,4.95,83.0,Satisfactory
Thiruvananthapuram,2019-04-04,0.79,2.91,5.51,74.0,Satisfactory
Thiruvananthapuram,2019-04-05,0.74,2.55,6.03,65.0,Satisfactory
Thiruvananthapuram,2019-04-06,0.76,2.63,5.6,61.0,Satisfactory
Thiruvananthapuram,2019-04-07,0.63,3.2,3.86,66.0,Satisfactory
Thiruvananthapuram,2019-04-08,0.7,3.16,4.31,69.0,Satisfactory
Thiruvananthapuram,2019-04-09,0.84,2.95,4.12,70.0,Satisfactory
Thiruvananthapuram,2019-04-10,0.89,2.73,4.54,68.0,Satisfactory
Thiruvananthapuram,2019-04-11,0.85,2.6,3.83,83.0,Satisfactory
Thiruvananthapuram,2019-04-12,0.86,2.83,4.4,68.0,Satisfactory
Thiruvananthapuram,2019-04-13,0.86,2.97,5.62,72.0,Satisfactory
Thiruvananthapuram,2019-04-14,0.91,3.06,5.77,72.0,Satisfactory
Thiruvananthapuram,2019-04-15,0.88,3.05,5.62,64.0,Satisfactory
Thiruvananthapuram,2019-04-16,1.01,3.11,7.6,65.0,Satisfactory
Thiruvananthapuram,2019-04-17,0.94,2.87,6.93,61.0,Satisfactory
Thiruvananthapuram,2019-04-18,0.88,3.23,6.31,66.0,Satisfactory
Thiruvananthapuram,2019-04-19,0.96,3.13,5.74,63.0,Satisfactory
Thiruvananthapuram,2019-04-20,0.97,2.74,5.4,65.0,Satisfactory
Thiruvananthapuram,2019-04-21,0.94,2.42,5.51,70.0,Satisfactory
Thiruvananthapuram,2019-04-22,0.95,3.2,5.2,73.0,Satisfactory
Thiruvananthapuram,2019-04-23,0.72,3.5,5.06,70.0,Satisfactory
Thiruvananthapuram,2019-04-24,0.93,3.5,6.53,79.0,Satisfactory
Thiruvananthapuram,2019-04-25,0.82,3.22,6.67,70.0,Satisfactory
Thiruvananthapuram,2019-04-26,0.89,3.13,5.21,69.0,Satisfactory
Thiruvananthapuram,2019-04-27,1.04,3.11,8.44,69.0,Satisfactory
Thiruvananthapuram,2019-04-28,0.98,2.88,4.8,64.0,Satisfactory
Thiruvananthapuram,2019-04-29,0.89,2.8,5.78,70.0,Satisfactory
Thiruvananthapuram,2019-04-30,1.03,2.65,6.15,70.0,Satisfactory
Thiruvananthapuram,2019-05-01,0.93,2.69,4.25,78.0,Satisfactory
Thiruvananthapuram,2019-05-02,1.09,2.63,4.94,76.0,Satisfactory
Thiruvananthapuram,2019-05-03,1.02,2.47,6.93,100.0,Satisfactory
Thiruvananthapuram,2019-05-04,0.88,2.45,5.31,102.0,Moderate
Thiruvananthapuram,2019-05-05,0.8,2.48,3.39,96.0,Satisfactory
Thiruvananthapuram,2019-05-06,1.04,2.68,5.26,105.0,Moderate
Thiruvananthapuram,2019-05-07,1.02,2.6,3.87,100.0,Satisfactory
Thiruvananthapuram,2019-05-08,0.98,2.36,4.36,76.0,Satisfactory
Thiruvananthapuram,2019-05-09,0.84,2.47,5.45,66.0,Satisfactory
Thiruvananthapuram,2019-05-10,0.87,2.4,5.88,64.0,Satisfactory
Thiruvananthapuram,2019-05-11,0.82,2.59,5.04,59.0,Satisfactory
Thiruvananthapuram,2019-05-12,0.78,2.53,4.43,69.0,Satisfactory
Thiruvananthapuram,2019-05-13,0.87,2.33,3.33,59.0,Satisfactory
Thiruvananthapuram,2019-05-14,0.95,2.35,4.64,59.0,Satisfactory
Thiruvananthapuram,2019-05-15,1.31,2.38,4.66,82.0,Satisfactory
Thiruvananthapuram,2019-05-16,2.44,2.28,3.65,112.0,Moderate
Thiruvananthapuram,2019-05-17,3.31,2.28,4.94,121.0,Moderate
Thiruvananthapuram,2019-05-18,2.02,1.99,3.56,111.0,Moderate
Thiruvananthapuram,2019-05-19,0.64,1.84,4.06,54.0,Satisfactory
Thiruvananthapuram,2019-05-20,0.81,1.97,6.66,54.0,Satisfactory
Thiruvananthapuram,2019-05-21,0.72,1.99,5.52,71.0,Satisfactory
Thiruvananthapuram,2019-05-22,0.68,1.8,6.85,67.0,Satisfactory
Thiruvananthapuram,2019-05-23,0.67,1.82,4.18,59.0,Satisfactory
Thiruvananthapuram,2019-05-24,0.38,2.07,5.71,54.0,Satisfactory
Thiruvananthapuram,2019-05-25,0.64,1.79,12.1,62.0,Satisfactory
Thiruvananthapuram,2019-05-26,0.5,1.67,4.36,50.0,Good
Thiruvananthapuram,2019-05-27,0.55,1.85,4.78,44.0,Good
Thiruvananthapuram,2019-05-28,0.54,1.8,4.62,66.0,Satisfactory
Thiruvananthapuram,2019-05-29,0.55,1.64,3.13,84.0,Satisfactory
Thiruvananthapuram,2019-05-30,0.68,1.57,4.33,68.0,Satisfactory
Thiruvananthapuram,2019-05-31,0.62,1.56,4.67,70.0,Satisfactory
Thiruvananthapuram,2019-06-01,0.62,1.63,2.76,57.0,Satisfactory
Thiruvananthapuram,2019-06-02,0.46,1.4,2.43,49.0,Good
Thiruvananthapuram,2019-06-04,0.65,2.4,4.09,44.0,Good
Thiruvananthapuram,2019-06-05,0.59,1.99,3.46,52.0,Satisfactory
Thiruvananthapuram,2019-06-06,0.77,1.71,5.01,47.0,Good
Thiruvananthapuram,2019-06-07,0.74,1.48,4.5,60.0,Satisfactory
Thiruvananthapuram,2019-06-08,0.71,1.3,4.26,51.0,Satisfactory
Thiruvananthapuram,2019-06-09,0.56,1.29,3.12,44.0,Good
Thiruvananthapuram,2019-06-10,0.55,1.29,4.48,53.0,Satisfactory
Thiruvananthapuram,2019-06-19,0.08,10.74,2.21,50.0,Good
Thiruvananthapuram,2019-06-20,0.43,9.82,1.35,51.0,Satisfactory
Thiruvananthapuram,2019-06-26,0.65,6.04,2.15,55.0,Satisfactory
Thiruvananthapuram,2019-06-27,0.63,6.75,2.32,53.0,Satisfactory
Thiruvananthapuram,2019-06-28,0.58,6.06,2.24,48.0,Good
Thiruvananthapuram,2019-06-29,0.68,6.12,3.08,49.0,Good
Thiruvananthapuram,2019-06-30,0.6,5.96,2.69,46.0,Good
Thiruvananthapuram,2019-07-01,0.77,5.6,2.32,48.0,Good
Thiruvananthapuram,2019-07-02,0.79,4.98,3.27,46.0,Good
Thiruvananthapuram,2019-07-03,0.82,5.57,3.29,50.0,Good
Thiruvananthapuram,2019-07-04,0.63,5.24,3.63,88.0,Satisfactory
Thiruvananthapuram,2019-07-05,0.81,3.27,3.32,52.0,Satisfactory
Thiruvananthapuram,2019-07-06,0.78,3.23,3.42,53.0,Satisfactory
Thiruvananthapuram,2019-07-07,0.55,2.4,2.83,41.0,Good
Thiruvananthapuram,2019-07-08,0.62,2.78,2.21,37.0,Good
Thiruvananthapuram,2019-07-09,0.64,2.45,3.69,53.0,Satisfactory
Thiruvananthapuram,2019-07-10,0.68,2.32,4.49,53.0,Satisfactory
Thiruvananthapuram,2019-07-11,0.82,2.55,6.3,62.0,Satisfactory
Thiruvananthapuram,2019-07-12,0.77,2.19,5.22,66.0,Satisfactory
Thiruvananthapuram,2019-07-13,0.64,1.97,3.62,45.0,Good
Thiruvananthapuram,2019-07-14,0.57,1.92,2.95,44.0,Good
Thiruvananthapuram,2019-07-15,0.61,1.68,3.48,50.0,Good
Thiruvananthapuram,2019-07-16,0.64,1.51,3.86,70.0,Satisfactory
Thiruvananthapuram,2019-07-17,0.73,1.48,4.25,55.0,Satisfactory
Thiruvananthapuram,2019-07-18,0.56,1.5,3.55,49.0,Good
Thiruvananthapuram,2019-07-19,0.42,1.78,3.88,41.0,Good
Thiruvananthapuram,2019-07-20,0.33,1.78,3.01,49.0,Good
Thiruvananthapuram,2019-07-21,0.42,1.72,2.19,43.0,Good
Thiruvananthapuram,2019-07-22,0.57,1.84,3.24,52.0,Satisfactory
Thiruvananthapuram,2019-07-23,0.56,1.69,3.39,51.0,Satisfactory
Thiruvananthapuram,2019-07-24,0.7,1.71,3.99,55.0,Satisfactory
Thiruvananthapuram,2019-07-25,0.77,1.77,3.92,52.0,Satisfactory
Thiruvananthapuram,2019-07-26,0.88,1.74,4.98,57.0,Satisfactory
Thiruvananthapuram,2019-07-27,0.96,1.74,5.0,61.0,Satisfactory
Thiruvananthapuram,2019-07-28,0.92,1.61,3.32,56.0,Satisfactory
Thiruvananthapuram,2019-07-29,1.12,1.55,3.99,70.0,Satisfactory
Thiruvananthapuram,2019-07-30,1.67,1.53,3.76,78.0,Satisfactory
Thiruvananthapuram,2019-07-31,2.74,1.54,2.88,139.0,Moderate
Thiruvananthapuram,2019-08-01,0.68,1.51,3.61,46.0,Good
Thiruvananthapuram,2019-08-02,0.77,1.21,3.85,54.0,Satisfactory
Thiruvananthapuram,2019-08-03,0.83,1.54,3.9,56.0,Satisfactory
Thiruvananthapuram,2019-08-04,0.65,1.5,2.71,45.0,Good
Thiruvananthapuram,2019-08-05,0.67,1.37,2.87,55.0,Satisfactory
Thiruvananthapuram,2019-08-06,0.68,1.55,2.93,52.0,Satisfactory
Thiruvananthapuram,2019-08-07,0.68,1.54,3.28,55.0,Satisfactory
Thiruvananthapuram,2019-08-08,0.68,1.81,3.81,90.0,Satisfactory
Thiruvananthapuram,2019-08-09,0.72,1.79,4.02,53.0,Satisfactory
Thiruvananthapuram,2019-08-10,0.51,1.89,3.29,59.0,Satisfactory
Thiruvananthapuram,2019-08-11,0.39,2.01,2.34,45.0,Good
Thiruvananthapuram,2019-08-12,0.45,2.14,2.29,43.0,Good
Thiruvananthapuram,2019-08-13,0.59,1.85,3.85,54.0,Satisfactory
Thiruvananthapuram,2019-08-14,0.63,1.64,3.94,50.0,Good
Thiruvananthapuram,2019-08-15,0.6,1.82,3.66,51.0,Satisfactory
Thiruvananthapuram,2019-08-16,0.63,1.8,3.35,51.0,Satisfactory
Thiruvananthapuram,2019-08-17,0.81,1.55,5.03,52.0,Satisfactory
Thiruvananthapuram,2019-08-18,0.72,1.64,3.74,52.0,Satisfactory
Thiruvananthapuram,2019-08-19,0.74,1.49,4.98,51.0,Satisfactory
Thiruvananthapuram,2019-08-20,0.72,1.54,4.17,48.0,Good
Thiruvananthapuram,2019-08-21,0.67,1.44,3.64,42.0,Good
Thiruvananthapuram,2019-08-22,0.7,1.44,4.01,48.0,Good
Thiruvananthapuram,2019-08-23,0.63,1.66,3.03,45.0,Good
Thiruvananthapuram,2019-08-24,0.64,1.65,3.65,49.0,Good
Thiruvananthapuram,2019-08-25,0.59,1.7,3.12,50.0,Good
Thiruvananthapuram,2019-08-26,0.71,1.52,3.35,51.0,Satisfactory
Thiruvananthapuram,2019-08-27,0.7,1.42,3.98,53.0,Satisfactory
Thiruvananthapuram,2019-08-28,0.7,1.31,3.75,58.0,Satisfactory
Thiruvananthapuram,2019-08-29,0.67,1.33,3.61,48.0,Good
Thiruvananthapuram,2019-08-30,0.72,1.47,3.96,55.0,Satisfactory
Thiruvananthapuram,2019-08-31,0.66,1.33,3.86,47.0,Good
Thiruvananthapuram,2019-09-01,0.68,1.24,2.97,44.0,Good
Thiruvananthapuram,2019-09-02,0.81,1.27,3.51,51.0,Satisfactory
Thiruvananthapuram,2019-09-03,0.84,1.23,3.32,59.0,Satisfactory
Thiruvananthapuram,2019-09-04,0.77,1.02,3.68,52.0,Satisfactory
Thiruvananthapuram,2019-09-05,0.81,1.2,3.52,55.0,Satisfactory
Thiruvananthapuram,2019-09-06,0.78,1.07,3.35,53.0,Satisfactory
Thiruvananthapuram,2019-09-07,0.82,1.04,4.12,58.0,Satisfactory
Thiruvananthapuram,2019-09-08,0.77,1.16,3.08,54.0,Satisfactory
Thiruvananthapuram,2019-09-09,0.8,1.27,2.7,52.0,Satisfactory
Thiruvananthapuram,2019-09-10,0.7,1.39,2.66,48.0,Good
Thiruvananthapuram,2019-09-11,0.67,1.4,1.42,44.0,Good
Thiruvananthapuram,2019-09-13,0.73,1.3,3.3,46.0,Good
Thiruvananthapuram,2019-09-14,0.77,1.29,3.17,49.0,Good
Thiruvananthapuram,2019-09-15,0.8,1.21,3.34,53.0,Satisfactory
Thiruvananthapuram,2019-09-16,0.87,1.16,3.66,56.0,Satisfactory
Thiruvananthapuram,2019-09-17,0.94,1.25,4.01,57.0,Satisfactory
Thiruvananthapuram,2019-09-18,0.85,1.24,3.57,57.0,Satisfactory
Thiruvananthapuram,2019-09-19,0.93,1.26,3.64,58.0,Satisfactory
Thiruvananthapuram,2019-09-20,0.88,1.41,3.44,56.0,Satisfactory
Thiruvananthapuram,2019-09-21,0.82,1.44,3.01,51.0,Satisfactory
Thiruvananthapuram,2019-09-22,0.84,1.43,3.16,50.0,Good
Thiruvananthapuram,2019-09-23,0.99,1.37,2.99,58.0,Satisfactory
Thiruvananthapuram,2019-09-24,1.13,1.16,3.09,68.0,Satisfactory
Thiruvananthapuram,2019-09-25,1.07,1.15,4.03,74.0,Satisfactory
Thiruvananthapuram,2019-09-26,1.24,1.17,4.22,80.0,Satisfactory
Thiruvananthapuram,2019-09-27,1.08,1.33,4.81,78.0,Satisfactory
Thiruvananthapuram,2019-09-28,1.01,1.51,3.63,64.0,Satisfactory
Thiruvananthapuram,2019-09-29,1.33,1.54,3.57,76.0,Satisfactory
Thiruvananthapuram,2019-09-30,3.04,1.63,3.72,153.0,Moderate
Thiruvananthapuram,2019-10-01,1.58,1.82,4.45,109.0,Moderate
Thiruvananthapuram,2019-10-02,0.89,1.83,3.69,63.0,Satisfactory
Thiruvananthapuram,2019-10-03,0.97,1.81,4.29,63.0,Satisfactory
Thiruvananthapuram,2019-10-04,0.9,1.86,4.26,60.0,Satisfactory
Thiruvananthapuram,2019-10-05,0.85,1.86,3.0,56.0,Satisfactory
Thiruvananthapuram,2019-10-06,0.75,1.72,3.25,62.0,Satisfactory
Thiruvananthapuram,2019-10-07,0.74,1.61,3.18,48.0,Good
Thiruvananthapuram,2019-10-08,0.7,1.84,3.36,57.0,Satisfactory
Thiruvananthapuram,2019-10-09,0.9,2.03,4.8,55.0,Satisfactory
Thiruvananthapuram,2019-10-10,0.84,2.02,4.23,67.0,Satisfactory
Thiruvananthapuram,2019-10-11,0.9,1.88,4.47,58.0,Satisfactory
Thiruvananthapuram,2019-10-12,0.97,1.57,4.36,63.0,Satisfactory
Thiruvananthapuram,2019-10-13,0.75,1.78,2.97,54.0,Satisfactory
Thiruvananthapuram,2019-10-14,0.95,3.24,4.47,64.0,Satisfactory
Thiruvananthapuram,2019-10-15,1.09,3.38,4.47,67.0,Satisfactory
Thiruvananthapuram,2019-10-16,1.07,2.64,4.57,71.0,Satisfactory
Thiruvananthapuram,2019-10-17,0.91,2.39,4.52,56.0,Satisfactory
Thiruvananthapuram,2019-10-18,0.94,1.9,3.85,59.0,Satisfactory
Thiruvananthapuram,2019-10-19,0.96,1.85,3.87,61.0,Satisfactory
Thiruvananthapuram,2019-10-20,0.81,1.73,3.4,56.0,Satisfactory
Thiruvananthapuram,2019-10-21,0.81,2.3,3.28,51.0,Satisfactory
Thiruvananthapuram,2019-10-22,0.81,2.08,3.44,60.0,Satisfactory
Thiruvananthapuram,2019-10-23,0.91,1.98,4.11,60.0,Satisfactory
Thiruvananthapuram,2019-10-24,1.16,1.8,3.58,72.0,Satisfactory
Thiruvananthapuram,2019-10-25,1.0,1.66,3.14,79.0,Satisfactory
Thiruvananthapuram,2019-10-26,0.84,1.69,2.34,58.0,Satisfactory
Thiruvananthapuram,2019-10-27,0.85,1.62,2.52,63.0,Satisfactory
Thiruvananthapuram,2019-10-28,1.13,1.48,3.14,69.0,Satisfactory
Thiruvananthapuram,2019-10-29,1.02,1.35,2.43,77.0,Satisfactory
